contest,repo_hash,Property,severity,our_confidence,our_tag,our_subtag,gold_tag (fill if wrong),gold_subtag (fill if wrong),description
2022-03-volt,1d8f1f43cde9,306,Medium,low,Arithmetic,"Does not match with Doc, Incorrect Parameter",,,"Div by 0. _Submitted by robee, also found by georgypetrov, cmichel, and IllIllI_ Deviation.sol#L23<br> Division by 0 can lead to accidentally revert,<br> (An example of a similar issue - < a might be 0 It's internal function but since it is used in another internal functions that are used in public and neither of them has this protection I thought"
2022-03-volt,1d8f1f43cde9,224,High,high,Oracle,Incorrect Formula,,,Oracle price does not compound. _Submitted by cmichel_ ScalingPriceOracle.sol#L136<br> ScalingPriceOracle.sol#L113<br> The oracle does not correctly compound the monthly APRs - it resets on fulfill.<br> Note that the oraclePrice storage variable is only set in _updateCPIData as part of the oracle fulfill callback.<br> It's set to the old price (pri
2022-03-volt,1d8f1f43cde9,264,Medium,high,Logic error,State Update Inconsistency,,,"`vcon` address change not persistent across protocol components. _Submitted by rayn_ Core.sol#L27<br> CoreRef.sol#L22<br> CoreRef.sol#L199<br> vcon address is allowed to be updated by GOVERNOR in Core, however, this change will not be reflected in CoreRef._vcon. Moreover, since CoreRef._vcon cannot be updated due to contract design, it is also impo"
2022-03-volt,1d8f1f43cde9,325,Medium,high,Logic error,State Update Inconsistency,,,"Setting new buffer does not reduce current buffer to cap. _Submitted by cmichel, also found by rayn and catchup_ RateLimited.sol#L142<br> The RateLimited.setBufferCap function first updates the buffer and then sets the new cap, but does not apply the new cap to the updated buffer.<br> Meaning, the updated buffer value can be larger than the new buf"
2022-03-volt,1d8f1f43cde9,326,Medium,high,Accounting Error,Peg / Depeg,,,"`NonCustodialPSM` can become insolvent as CPI index rises. _Submitted by hyh_ NonCustodialPSM.sol#L236-L248<br> NonCustodialPSM mints and redeems VOLT to a chosen stablecoin at the current market rate minus a fixed fee. It is assumed that the difference to be covered with pcvDeposit funds. That assumption is similar to one used in FEI protocol, but"
2022-04-xtribe,afa60bc8003d,304,Medium,low,ERC4626,Inflation Attack,,,"First xERC4626 deposit exploit can break share calculation. _Submitted by VAD37_ Solmate convertToShares function follow the formula: assetDepositAmount * totalShareSupply / assetBalanceBeforeDeposit. The share price always return 1:1 with asset token. If everything work normally, share price will slowly increase with time to 1:2 or 1:10 as more re"
2022-04-xtribe,afa60bc8003d,310,Medium,low,"Access Control, DoS",State Update Inconsistency,,,"`xERC4626.sol` Some users may not be able to withdraw until `rewardsCycleEnd` the due to underflow in `beforeWithdraw()`. _Submitted by WatchPug_ xERC4626.sol#L65-L68<br> solidity function beforeWithdraw(uint256 amount, uint256 shares) internal virtual override { super.beforeWithdraw(amount, shares); storedTotalAssets -= amount; } xERC4626.sol#L78-"
2022-04-xtribe,afa60bc8003d,322,Medium,high,Input Validation,Invalid Validation,,,"FlywheelCore.setFlywheelRewards can remove current reward funds from the current users' reach as it doesn't check that newFlywheelRewards' FlywheelCore is this contract. If it's not, by mistake or with a malicious intent, the users will lose the access to reward funds as this FlywheelCore will not be approved"
2022-04-xtribe,afa60bc8003d,330,Medium,high,Accounting Error,Bad Condition,,,"In _decrementWeightUntilFree, the free weight is calculated by balanceOf[user] - getUserWeight[user] plus weight freed from non-deprecated gauges. The non-deprecated criteria is unnecessary and lead to incorrect accounting of free weight."
2022-04-xtribe,afa60bc8003d,337,Medium,high,Access Control,payable / receive(),,,`FlywheelCore.setBooster()` can be used to steal unclaimed rewards. _Submitted by IllIllI_ A malicious authorized user can steal all unclaimed rewards and break the reward accounting Even if the authorized user is benevolent the fact that there is a rug vector available may negatively impact the protocol's reputation. Furthermore since this contrac
2022-04-xtribe,afa60bc8003d,338,Medium,high,Input Validation,Invalid Validation,,,"`ERC20Gauges`: The `_incrementGaugeWeight` function does not check the gauge parameter enough, so the user may lose rewards. _Submitted by cccz, also found by 0x52_ The \_incrementGaugeWeight function is used to increase the user's weight on the gauge. However, in the \_incrementGaugeWeight function, it is only checked that the gauge parameter is n"
2022-05-cudos,2c5e13b4e147,249,Medium,no-vote,Input Validation,Invalid Validation,,,"Protocol doesn't handle fee on transfer tokens. _Submitted by wuwe1, also found by cccz, defsec, dipp, Dravee, GermanKuber, GimelSec, jah, reassor, and WatchPug_ Gravity.sol#L600<br> Since the _tokenContract can be any token, it is possible that loans will be created with tokens that support fee on transfer. If a fee on transfer asset token is chos"
2022-05-cudos,2c5e13b4e147,292,Medium,no-vote,Pause,Does not match with Doc,,,"The `Gravity.sol` should have pause/unpause functionality. _Submitted by defsec_ In case a hack is occuring or an exploit is discovered, the team (or validators in this case) should be able to pause functionality until the necessary changes are made to the system. Additionally, the gravity.sol contract should be manged by proxy so that upgrades can"
2022-05-cudos,2c5e13b4e147,323,Medium,high,Cross-Chain,Invalid Validation,,,"Missing check in the `updateValset` function. Gravity.sol#L276-L358<br> The updateValset function don't check that the sum of the powers of the new validators in the new valset is greater than the threshold, which can lead to unwanted behavior. There are 2 main problems that can occur in that situation: 1. The sum of the new validators' powers will"
2022-05-sturdy,ba93b3b8d7cf,269,Medium,low,Input Validation,payable / receive(),,,"Possible lost msg.value. _Submitted by rotcivegaf, also found by AuditsAreUS, berndartmueller, cccz, MaratCerby, dipp, and StErMi_ GeneralVault.sol#L75-L89<br> LidoVault.sol#L79-L104<br> ConvexCurveLPVault.sol#L131-L149<br> Possible lost value in depositCollateral function call ### Proof of Concept In call depositCollateral can will send value and"
2022-05-sturdy,ba93b3b8d7cf,303,Medium,low,Access Control,Bypass Mechanism,,,"`processYield()` and `distributeYield()` may run out of gas and revert due to long list of extra rewards/yields. _Submitted by IllIllI, also found by leastwood and StErMi_ Yields will not be able to be distributed to lenders because attempts to do so will revert. ### Proof of Concept The processYield() function loops overall of the extra rewards an"
2022-05-sturdy,ba93b3b8d7cf,309,Medium,low,Input Validation,"Hardcoded Parameter, Invalid Validation",,,"`UNISWAP_FEE` is hardcoded which will lead to significant losses compared to optimal routing. _Submitted by Picodes, also found by hickuphh3_ In YieldManager, UNISWAP_FEE is hardcoded, which reduce significantly the possibilities and will lead to non optimal routes. In particular, all swaps using ETH path will use the wrong pool as it will use the"
2022-05-sturdy,ba93b3b8d7cf,196,High,high,call / delegatecall,Missing Return Check,,,"The check for value transfer success is made after the return statement in `_withdrawFromYieldPool` of `LidoVault`. Users can lose their funds ### Proof of Concept LidoVault.sol#L142<br> The code checks transaction success after returning the transfer value and finishing execution. If the call fails the transaction won't revert since require(sent,"
2022-05-sturdy,ba93b3b8d7cf,204,High,high,Slippage,Hardcoded Parameter,,,"Hard-coded slippage may freeze user funds during market turbulence. _Submitted by jonah1005, also found by berndartmueller, Picodes, IllIllI, sorrynotsorry, and WatchPug_ GeneralVault.sol#L125<br> GeneralVault set a hardcoded slippage control of 99%. However, the underlying yield tokens price may go down.<br> If Luna/UST things happen again, users'"
2022-05-sturdy,ba93b3b8d7cf,253,Medium,high,DoS,Bad Condition,,,"ConvexCurveLPVault's `_transferYield` can become stuck with zero reward transfer. _Submitted by hyh_ Now there are no checks for the amounts to be transferred via \_transferYield and \_processTreasury. As reward token list is external and an arbitrary token can end up there, in the case when such token doesn't allow for zero amount transfers, the r"
2022-05-sturdy,ba93b3b8d7cf,259,Medium,high,DoS,Implementation Error,,,"Withdrawing ETH collateral with max uint256 amount value reverts transaction. _Submitted by berndartmueller, also found by WatchPug_ Withdrawing ETH collateral via the withdrawCollateral function using type(uint256).max for the _amount parameter reverts the transaction due to _asset being the zero-address and IERC20Detailed(_asset).decimals() not w"
2022-05-sturdy,ba93b3b8d7cf,286,Medium,no-vote,TWAP,"Front Run, Reward Manipulation",,,"Yield can be unfairly divided because of MEV/Just-in-time stablecoin deposits. _Submitted by mtz, also found by 0x52, hyh, jonah1005, leastwood, and sorrynotsorry_ YieldManager.sol#L129-L134<br> YieldManager.sol#L160-L161<br> An attacker can use MEV (via gas auction or Flashbots or control of miners) to cause an unfair division of yield. By providi"
2022-06-notional-coop,7b5e1803022e,239,Medium,low,"ERC721, Reentrancy",Violating CEI / Missing nonReentrant,,,"Residual Allowance Might Allow Tokens In SetToken To Be Stolen. _Submitted by xiaoming90_ < < ### Proof of Concept Whenever _mintFCashPosition function is called to mint new fCash position, the contract will call the _approve function to set the allowance to _maxSendAmount so that the fCash Wrapper contact can pull the payment tokens from the SetTo"
2022-06-notional-coop,7b5e1803022e,282,Medium,low,DoS,"Implementation Error, Incorrect Parameter",,,"fCash of the wrong maturity and asset can be sent to wrapper address before wrapper is deployed. _Submitted by 0x52, also found by jonah1005 and unforgiven_ Minting becomes impossible ### Proof of Concept onERC1155Received is only called when the size of the code deployed at the address contains code. Since create2 is used to deploy the contract, t"
2022-06-notional-coop,7b5e1803022e,216,High,high,ERC4626,Rounding Error,,,"Rounding Issues In Certain Functions. _Submitted by xiaoming90, also found by berndartmueller, GreyArt, jonah1005, kenzo, and minhquanym_ < < ### Background Per EIP 4626's Security Considerations (< > Finally, ERC-4626 Vault implementers should be aware of the need for specific, opposing rounding directions across the different mutable and view met"
2022-06-notional-coop,7b5e1803022e,242,Medium,no-vote,Logic error,Implementation Error,,,"User can alter amount returned by redeem function due to control transfer. _Submitted by 0xDjango_ Control is transferred to the receiver when receiving the ERC777. They are able to transfer the ERC777 to another account, at which time the before and after balance calculation will be incorrect. uint256 balanceBefore = IERC20(asset()).balanceOf(rece"
2022-06-notional-coop,7b5e1803022e,261,Medium,high,DoS,Out of Gas,,,"`IsWrappedFcash` check is a gas bomb. _Submitted by jonah1005_ In the _isWrappedFCash check, the notionalTradeModule check whether the component is a wrappedCash with the following logic. solidity try IWrappedfCash(_fCashPosition).getDecodedID() returns(uint16 _currencyId, uint40 _maturity){ try wrappedfCashFactory.computeAddress(_currencyId, _matu"
2022-06-notional-coop,7b5e1803022e,299,Medium,no-vote,"Chainlink, Oracle",Stale Value,,,deposit() and mint() and _redeemInternal() in wfCashERC4626() will revert for all fcash that asset token is underlying token because they always call _mintInternal() with useUnderlying==True. _Submitted by unforgiven_ < < < ### Impact For some fcash the asset token is underlying token (asset.tokenType == TokenType.NonMintable) and NotionalV2 will n
2022-06-notional-coop,7b5e1803022e,334,Medium,high,ERC777,ERC777 Callback,,,DOS set token through erc777 hook. _Submitted by jonah1005_ < < ### Impact The wfCash is an erc777 token. ERC777.sol#L376-L380 Users can get the control flow before sending token and after receiving tokens. This creates attack vectors that require extra caution in designing modules. Any combination of modules may lead to a possible exploit. To elab
2022-06-notional-coop,7b5e1803022e,336,Medium,high,Logic error,"Implementation Error, Incorrect Parameter",,,"If maturity is reached and user has asked for redeem with opts.transferfCash as true, then if (hasMatured()) turns true at wfCashLogic.solL216 causing fcash to be cashed out in underlying token and then sent to receiver. So receiver obtains underlying when fcash was expected. The sender wont get an error thinking fcash"
2022-06-notional-coop,7b5e1803022e,397,Medium,high,DoS,Bad Condition,,,The logic of _isUnderlying() in NotionalTradeModule is wrong which will cause mintFCashPosition() and redeemFCashPosition() revert on `fcash` tokens which asset token is underlying token (asset.tokenType == TokenType.NonMintable). _Submitted by unforgiven_ For some fcash the asset token is underlying token (asset.tokenType == TokenType.NonMintable)
2022-06-notional-coop,7b5e1803022e,398,Medium,high,DoS,Bad Condition,,,"Users Might Not Be Able To Purchase Or Redeem SetToken. _Submitted by xiaoming90, also found by berndartmueller_ < < ### Proof of Concept Whenever a setToken is issued or redeemed, the moduleIssueHook and moduleRedeemHook will be triggered. These two hooks will in turn call the _redeemMaturedPositions function to ensure that no matured fCash positi"
2022-07-juicebox,7100a75d6ebd,300,Medium,low,DoS,Invalid Validation,,,"Duplicated locked splits can be discarded. _Submitted by zzzitron_ The function of the protocol could be impacted. This proof of concept demonstrates the discarding of one of the duplicated locked splits. In the beginning it launches a project with two identical locked splits. As the owner of the project, it updates splits to only one of the two sp"
2022-07-juicebox,7100a75d6ebd,311,Medium,low,DoS,Invalid Validation,,,"When the owner calls the changeTokenOf function of the JBController contract, the token corresponding to the current project will be changed, which will make the oldToken holder unable to redeem the overflowing assets."
2022-07-juicebox,7100a75d6ebd,314,Medium,low,DoS,Invalid Validation,,,"Grieffer beneficiary can cause DOS. _Submitted by hake, also found by cccz_ Payouts won't be able to be distributed if one of multiple beneficiaries decides to revert the transaction on receival. ### Proof of Concept < solidity // If there's a beneficiary, send the funds directly to the beneficiary. Otherwise, send to the msg.sender. _transferFrom("
2022-07-juicebox,7100a75d6ebd,217,High,high,Oracle,Stale Value,,,"Oracle data feed can be outdated yet used anyways which will impact payment logic. _Submitted by 0xNineDec, also found by 0x1f8b, 0x29A, 0x52, 0xdanial, 0xDjango, 0xf15ers, bardamu, cccz, Cheeezzyyyy, Chom, codexploder, defsec, Franfran, Alex the Entreprenerd, Green, hake, hansfriese, horsefacts, hubble, hyh, IllIllI, jonatascm, kebabsec, Meera, oy"
2022-07-juicebox,7100a75d6ebd,221,High,high,DoS,Front Run,,,"Token Change Can Be Frontrun, Blocking Token. _Submitted by philogy, also found by berndartmueller and Lambda_ < < < ### Impact This vulnerability allows malicious actors to block other users from changing tokens of their projects. Furthermore if ownership over the token contract is transferred to the JBTokenStore contract prior to the change, as s"
2022-07-juicebox,7100a75d6ebd,230,Medium,high,Access Control,Arbitrary Add/Remove/Set/Call,,,"JBToken: mint function could mint arbitrary amount of tokens. _Submitted by cccz_ The owner of the JBToken contract can mint arbitrary amount of tokens. In general, the owner of the JBToken contract is the JBTokenStore contract, and the minting of the tokens is controlled by the JBController contract, but when the changeTokenOf function of the JBCo"
2022-07-juicebox,7100a75d6ebd,234,Medium,high,Input Validation,Invalid Validation,,,"The check if the newly provided project splits contain the currently locked splits does not check the JBSplit struct properties preferClaimed and preferAddToBalance. According to the docs in JBSplit.sol, *"".if the split should be unchangeable until the specified time, with the exception of extending the lock"
2022-07-juicebox,7100a75d6ebd,240,Medium,no-vote,ERC20,Not EIP Compliant,,,"Use a safe transfer helper library for ERC20 transfers. _Submitted by horsefacts, also found by 0x1f8b, 0x29A, 0x52, 0xf15ers, AlleyCat, apostle0x01, berndartmueller, cccz, Ch&#95;301, Chom, cloudjunky, codexploder, cryptphi, delfin454000, durianSausage, fatherOfBlocks, Franfran, hake, hansfriese, hyh, IllIllI, jonatascm, Kaiziron, Limbooo, m&#95;R"
2022-07-juicebox,7100a75d6ebd,245,Medium,no-vote,DoS,Out of Gas,,,"Juicebox project owner can create a honeypot to cause grief. _Submitted by dirk&#95;y, also found by IllIllI, and ylv_ < < ### Impact In a Juicebox project the project owner (or anyone that they approve) can set splits. These splits are details of the token distributions to other addresses in response to contributions to the project. At the moment"
2022-07-juicebox,7100a75d6ebd,250,Medium,no-vote,"Chainlink, Oracle","Invalid Validation, Price Manipulation / Arbitrage opportunity",,,"Unhandled chainlink revert would lock all price oracle access. _Submitted by bardamu, also found by berndartmueller, codexploder, Alex the Entreprenerd, and horsefacts_ Call to latestRoundData could potentially revert and make it impossible to query any prices. Feeds cannot be changed after they are configured (< so this would result in a permanent"
2022-07-juicebox,7100a75d6ebd,252,Medium,no-vote,"Chainlink, DoS, Liquidation",Price Manipulation / Arbitrage opportunity,,,"Lack of check on `mustStartAtOrAfter`. _Submitted by zzzitron, also found by IllIllI_ < < ### Impact By setting huge mustStartAtOrAfter, the owner can set start time in the past. It might open up possibility to bypass the ballot waiting time depending on the ballot's implementation. ### Proof of Concept The proof of concept is almost the same as Te"
2022-07-juicebox,7100a75d6ebd,260,Medium,high,Accounting Error,Fee On Transfer Token,,,"Code credits fee-on-transfer tokens for amount stated, not amount transferred. _Submitted by IllIllI, also found by cccz, hake, Meera, rbserver, and robee_ Some ERC20 tokens, such as USDT, allow for charging a fee any time transfer() or transferFrom() is called. If a contract does not allow for amounts to change after transfers, subsequent transfer"
2022-07-juicebox,7100a75d6ebd,265,Medium,high,Accounting Error,Incorrect Formula,,,"Discounted fee calculation is imprecise and calculates less fees than anticipated. _Submitted by berndartmueller, also found by 0x52, hyh, and Ruhum_ The JBPayoutRedemptionPaymentTerminal._feeAmount function is used to calculate the fee based on a given _amount, a fee rate _fee and an optional discount _feeDiscount. However, the current implementat"
2022-07-juicebox,7100a75d6ebd,287,Medium,no-vote,DoS,Out of Gas,,,"processFees() may fail due to exceed gas limit. _Submitted by oyc&#95;109, also found by 0x52, IllIllI, and pashov_ < ### Impact The function processFees() in JBPayoutRedemptionPaymentTerminal.sol may fail due to unbounded loop over _heldFeesOf[_projectId] _heldFeesOf[_projectId] can get very large due to the function _takeFeeFrom() where it pushes"
2022-07-juicebox,7100a75d6ebd,327,Medium,high,Reentrancy,Violating CEI / Missing nonReentrant,,,"Reentrancy issues on function `distributePayoutsOf`. _Submitted by 0x29A, also found by AlleyCat and hubble_ < < < < < ### Impact In the contract JBPayoutRedemptionPaymentTerminal, the function distributePayoutsOf calls the internal function _distributePayoutsOf and t"
2022-07-juicebox,7100a75d6ebd,399,Medium,high,Oracle,Duplicate Value,,,"addFeedFor should check if inverse feed already exists. _Submitted by 0x52, also found by DimitarDimitrov_ Potentially inconsistent currency conversions. ### Proof of Concept addFeedFor requires that a price feed for the \_currency \_base doesn't exist when adding a new price feed but doesn't check if the inverse already exists. This means that two"
2022-07-juicebox,7100a75d6ebd,400,Medium,high,Accounting Error,Implementation Error,,,"More outstanding reserved tokens are distributed than anticipated leading to less redeemable assets and therefore loss of user funds. _Submitted by berndartmueller_ The JBController.distributeReservedTokensOf function is used to distribute all outstanding reserved tokens for a project. Internally, the JBController._distributeReservedTokensOf functi"
2022-07-swivel,b2a8c124d062,270,Medium,low,DoS,Invalid Validation,,,"Swivel.setFee() is implemented wrongly.. _Submitted by hansfriese, also found by jonatascm_ Swivel.setFee() is implemented wrongly. Swivel.feenominators won't be set as expected. ### Proof of Concept This function has a parameter ""i"" for the index of the new fee denomination but it isn't used during the update. ### Tools Used Solidity Visual Develo"
2022-07-swivel,b2a8c124d062,313,Medium,low,ERC20,Missing Return Check,,,"ERC20 Incorrect check on returnedAddress in permit() results in unlimited approval of zero address. _Submitted by devtooligan_ When creating ERC20.sol from Solmate, a require() in permit() was converted to a custom error incorrectly. It now reads: solidity if (recoveredAddress != address(0) && recoveredAddress != owner) { revert Invalid(msg.sender,"
2022-07-swivel,b2a8c124d062,318,Medium,low,ERC20,Missing Return Check,,,"Error in allowance logic. _Submitted by 0xDjango, also found by 0x1f8b, 8olidity, arcoun, Bahurum, caventa, csanuragjain, hansfriese, joestakey, jonatascm, Lambda, oyc&#95;109, and ronnyx2017_ < < ### Impact There is an error in the allowance functionality to allow a non-owner to withdraw or redeem ZcTokens for the owner. Taking ZcToken.redeem() as"
2022-07-swivel,b2a8c124d062,205,High,high,DoS,Does not match with Doc,,,"Mismatch in `withdraw()` between Yearn and other protocols can prevent Users from redeeming zcTokens and permanently lock funds. _Submitted by scaraven, also found by Franfran_ As defined in the docs for Euler, ERC4626, Compound and Aave, when withdrawing and depositing funds the amount specified corresponds excactly to how many of the underlying a"
2022-07-swivel,b2a8c124d062,231,Medium,high,Logic error,Bad Condition,,,"Should use >= instead of >. _Submitted by oyc&#95;109_ < < The comparison should be 'a >= vlt.notional' instead of a > vlt.notional. Otherwise dust amounts will always be left in vlt.notional when calling removeNotional() or transferNotionalFrom(). **JTraversa (Swivel) confirmed, but disagreed with severity and commented:** > While the leakage is p"
2022-07-swivel,b2a8c124d062,262,Medium,high,DoS,Implementation Error,,,"Yearn vault integration is broken. _Submitted by bardamu_ < < ### Impact Yearn integration is broken, making it impossible to create a MarketPlace associated with a Yearn vault. ### Proof of Concept Compounding.sol attempts to resolve the underlying token implemented by supported protocols: < function underlying(uint8 p, address c) internal view re"
2022-07-swivel,b2a8c124d062,288,Medium,no-vote,Cross-Chain,"Does not match with Doc, No Recovery Mechanism",,,"ZcToken.withdraw will send user 0 tokens if called after maturity deadline but before market is set mature. _Submitted by panprog_ < < ### Impact If maturityRate is still 0 after maturity deadline (because no transactions setting maturityRate have been executed yet), then previewWithdraw calculated amount (used by ZcToken.withdraw function) is 0 an"
2022-07-swivel,b2a8c124d062,298,Medium,no-vote,DoS,Invalid Validation,,,"unpaused(p) modifier missing in authRedeem function. _Submitted by csanuragjain, also found by cccz_ Due to missing modifier, User will be able to redeem zcTokens and withdraw underlying even in paused Market. This happens due to missing unpaused(p) modifier ### Proof of Concept 1. Lets see function definition for authRedeem function <!----> functi"
2022-07-swivel,b2a8c124d062,393,Medium,high,DoS,Bad Condition,,,"With most functions in VaultTracker.sol, users can call them only once after maturity has been reached.. _Submitted by hansfriese, also found by panprog_ < < ### Impact With most functions in VaultTracker.sol, users can call them only once after maturity has been reached. So from the second call of any functions after maturity, it will revert and u"
2022-07-swivel,b2a8c124d062,394,Medium,high,Access Control,Incorrect Parameter,,,"VaultTracker has the wrong admin. _Submitted by itsmeSTYJ, also found by GimelSec_ < < < ### Description MarketPlace.createMarket() calls Creator.create() which creates an instance of ZcToken and a VaultTracker. VaultTracker takes msg.sender as the admin. We know that if contract A calls contract B which calls contract C, msg.sender in contract C i"
2022-07-swivel,b2a8c124d062,395,Medium,high,Accounting Error,Incorrect Formula,,,"VaultTracker miscalculates compounding interest. _Submitted by GimelSec_ < < < < < < ### Impact VaultTracker neglect previously accrued interest while attempting to calculate new interest. This causes nToken holders to receive less yield than they should. All functions within VaultTracker that calculate interest are affected, including addNotional,"
2022-07-swivel,b2a8c124d062,396,Medium,high,DoS,Implementation Error,,,"Interface definition error. _Submitted by bin2chen, also found by 0x52, 0xDjango, 0xSky, auditor0517, Picodes, rokinot, ronnyx2017, and scaraven_ < < < < ### Impact MarketPlace.authRedeem() call interface ISwivel.authRedeem() but Swivel contract does not have this method only method ""authRedeemZcToken()"". The result will cause MarketPlace.authRedee"
2022-07-yield,fee749ecd513,163,High,high,Liquidation,Invalid Validation,,,"Someone can create non-liquidatable auction if the collateral asset fails on transferring to `address(0)`. _Submitted by antonttc, also found by 0x52_ Witch.sol#L176<br> Witch.sol#L399<br> Might lead to systematic debt. Cause errors for liquidators to run normally. ### Proof of Concept In the function auction, there is an input validation around wh"
2022-07-yield,fee749ecd513,164,High,high,Liquidation,Incorrect Parameter,,,"Incorrect amount of Collateral moves for Auction. _Submitted by csanuragjain_ It was observed that the debt and collateral which moves for Auction is calculated incorrectly. In case where line.proportion is set to small value, chances are art will become lower than min debt. This causes whole collateral to go for auction, which was not expected. ##"
2022-08-frax,54405135ebf3,158,High,high,Liquidation,State Update Inconsistency,,,"Any borrower with bad debt can be liquidated multiple times to lock funds in the lending pair. _Submitted by panprog, also found by 0xA5DF and Lambda_ Leftover shares in liquidateClean are only subtracted from pair totals, but not from user's borrowed shares. This means that after liquidateClean, borrower's shares will be greater than 0 (leftover s"
2022-08-frax,54405135ebf3,159,Medium,high,Liquidation,No Incentive to Liquidate,,,"No incentives to write off bad debt when remaining collateral is very small. _Submitted by Lambda_ < < ### Impact When a position only has a bit of collateral left (e.g., because a previous liquidateClean call provided just too little shares or the exchange rate just changed), there is no incentive anymore to call liquidateClean again. The maximum"
2022-08-frax,54405135ebf3,160,Medium,high,Accounting Error,Incorrect Formula,,,"Penalty rate is used for pre-maturity date as well. _Submitted by 0xA5DF, also found by 0x52 and rbserver_ When _addInterest() is called post maturity, the penalty rate is applied since the last time _addInterest() was called, including the period before maturity. ### Impact Borrowers will be charged with higher interest rates, when maturity date p"
2022-10-inverse,af8e4af75dc2,279,Medium,low,Arithmetic,Token Decimal,,,Oracle assumes token and feed decimals will be limited to 18 decimals. < < The Oracle contract
2022-10-inverse,af8e4af75dc2,281,Medium,low,"Arithmetic, DoS",Front Run,,,User can borrow DOLA indefinitely without settling DBR deficit by keeping their debt close to the allowed maximum. A user can borrow DOLA interest-free. This requires the user to precisely manage their collateral. This issue might become especially troublesome if a Market is opened with some stablecoin as the collateral (because price fluctuations
2022-10-inverse,af8e4af75dc2,301,Medium,low,Oracle,"Price Manipulation / Arbitrage opportunity, Stale Value",,,"Two day low oracle used in `Market.liquidate()` makes the system highly at risk in an oracle attack. < < < Usage of the 2 day low exchange rate when trying to liquidate is highly risky as it incentives even more malicious agents to control the price feed for a short period of time. By controlling shortly the feed, it puts at risk any debt opened fo"
2022-10-inverse,af8e4af75dc2,308,Medium,low,Zksync,EVM Compatibility,,,Protocol withdrawals of collateral can be unexpectedly locked if governance sets the `collateralFactorBps` to 0. <
2022-10-inverse,af8e4af75dc2,244,Medium,no-vote,ERC20,Not EIP Compliant,,,ERC20 implementations are not always consistent. Some implementations of transfer and transferFrom could return 'false' on failure instead of reverting. It is safer to wrap such calls into require() statements to these failures.
2022-10-inverse,af8e4af75dc2,246,Medium,no-vote,"Arithmetic, DoS",Front Run,,,"In repay() users can repay their debt. function repay(address user, uint amount) public { uint debt = debts[user]; require(debt >= amount, ""Insufficient debt""); debts[user] -= amount; totalDebt -= amount; dbr.onRepay(user, amount); dola.transferFrom(msg.sender, address(this), amount); emit Repay(user, msg.sender, amount); } There is a require c"
2022-10-inverse,af8e4af75dc2,248,Medium,no-vote,Liquidation,Unfair Liquidation,,,"Liquidation should make a borrower *healthier*. < < For a lending pool, borrower's debt healthness can be decided by the health factor, i.e. the collateral value divided by debt. ($C/D$) The less the health factor is, the borrower's collateral is more risky of being liquidated. Liquidation is supposed to make the borrower healthier (by paying debts"
2022-10-inverse,af8e4af75dc2,251,Medium,no-vote,Reentrancy,Violating CEI / Missing nonReentrant,,,"ERC777 reentrancy when withdrawing can be used to withdraw all collateral. Market.sol#L464<br> Markets can be deployed with arbitrary tokens for the collateral, including ERC777 tokens (that are downwards-compatible with ERC20). However, when the system is used with those tokens, an attacker can drain his escrow contract completely while still havi"
2022-10-inverse,af8e4af75dc2,255,Medium,high,Liquidation,Invalid Validation,,,Users could get some `DOLA` even if they are on liquidation position. Market.sol#L566<br> Users able to invoke forceReplenish() when they are on liquidation position. ### Proof of Concept On Market.sol ==> forceReplenish()<br> On this line uint collateralValue = getCollateralValueInternal(user); getCollateralValueInternal(user) only return the valu
2022-10-inverse,af8e4af75dc2,268,Medium,high,Liquidation,Bad Condition,,,"User can free from liquidation fee if its escrow balance is less than the calculated liquidation fee. User can free from liquidation fee if its escrow balance less than the calculated liquidation fee. ### Proof of Concept If the liquidationFeeBps is enabled, the gov should receive the liquidation fee. But if user's escrow balance is less than the c"
2022-10-inverse,af8e4af75dc2,284,Medium,no-vote,Zksync,EVM Compatibility,,,"Oracle's two-day feature can be gamed. Oracle.sol#L124<br> The two-day feature of the oracle can be gamed where you only have to manipulate the oracle for \~2 blocks. ### Proof of Concept The oracle computes the day using: sol uint day = block.timestamp / 1 days; Since we're working with uint values here, the following is true:<br> 1728799 / 86400"
2022-10-inverse,af8e4af75dc2,289,Medium,no-vote,"Chainlink, DoS, Liquidation",Price Manipulation / Arbitrage opportunity,,,"Protocol's usability becomes very limited when access to Chainlink oracle data feed is blocked. Based on the current implementation, when the protocol wants to use Chainlink oracle data feed for getting a collateral token's price, the fixed price for the token should not be set. When the fixed price is not set for the token, calling the Oracle cont"
2022-10-inverse,af8e4af75dc2,295,Medium,no-vote,ERC20,Missing Return Check,,,"`Market::forceReplenish` can be DoSed. Market.sol#L562<br> If a user wants to completely forceReplenish a borrower with deficit, the borrower or any other malicious party can front run this with a dust amount to prevent the replenish. ### Proof of Concept javascript function testForceReplenishFrontRun() public { gibWeth(user, wethTestAmount); gibDB"
2022-10-inverse,af8e4af75dc2,296,Medium,no-vote,"Arithmetic, DoS",Front Run,,,"Calling `repay` function sends less DOLA to `Market` contract when `forceReplenish` function is not called while it could be called. When a user incurs a DBR deficit, a replenisher can call the forceReplenish function to force the user to replenish DBR. However, there is no guarantee that the forceReplenish function will always be called. When the"
